company,platform,platform_slug,how_covered,dublin_jobs_active,all_jobs_active,coverage_state,priority,sector,website,careers_url
Matrix Recruitment,,,directory link,0,0,blocked,4,recruitment,https://matrixrecruitment.ie,https://www.facebook.com/MatrixRecruitment
Maynooth University,,,directory link,0,0,blocked,2,education,https://maynoothuniversity.ie,https://www.maynoothuniversity.ie/human-resources/vacancies
Mazars Ireland,,,directory link,0,0,blocked,3,finance,https://mazars.ie,https://www.forvismazars.com/ie/en/join-us/experienced-professionals
McCann FitzGerald,,,directory link,0,0,blocked,2,legal,https://mccannfitzgerald.com,https://www.mccannfitzgerald.com/careers
Mediquo,,,directory link,0,0,no_careers_page,4,irish-tech,https://mediquo.com,https://mediquo.com
Medtronic,,,directory link,0,0,no_careers_page,1,medtech,https://medtronic.com,https://medtronic.com
Merck Millipore,,,directory link,0,0,blocked,3,pharma,https://merckgroup.com,https://careers.merckgroup.com/global/en
Mercury Engineering,,,directory link,0,0,blocked,2,construction,https://mercuryeng.com,https://www.mercuryeng.com/careers/
Met Eireann,,,directory link,0,0,blocked,4,public-sector,https://met.ie,https://www.met.ie/about-us/vacancies
Microsoft,,,directory link,0,0,blocked,1,mnc-tech,https://microsoft.com,https://careers.microsoft.com/v2/global/en/home.html
Morgan McKinley,,,directory link,0,0,blocked,2,recruitment,https://morganmckinley.com,https://www.facebook.com/morganmckinleyjobs
Morgan Stanley,,,directory link,0,0,blocked,2,finance,https://morganstanley.com,https://www.morganstanley.com/careers/career-opportunities-search
Munster Technological University,,,directory link,0,0,blocked,3,education,https://mtu.ie,https://www.mtu.ie/vacancies/
Musgrave Group,,,directory link,0,0,blocked,1,retail,https://musgravegroup.com,https://musgravegroup.com/careers/
MyWallSt,,,directory link,0,0,blocked,4,irish-tech,https://mywallst.com,https://www.mywallst.com/careers
Nathean Technologies,,,directory link,0,0,no_careers_page,4,irish-tech,https://nathean.com,https://nathean.com
Nestle Ireland,,,directory link,0,0,no_careers_page,3,fmcg,https://nestle.ie,https://nestle.ie
Netflix,,,directory link,0,0,blocked,2,mnc-tech,https://netflix.com,https://jobs.netflix.com
Netwatch,,,directory link,0,0,blocked,3,irish-tech,https://netwatchsystem.com,https://netwatchglobal.ai/career/
New Ireland Assurance,,,directory link,0,0,no_careers_page,3,finance,https://newireland.ie,https://newireland.ie
Newsweaver,,,directory link,0,0,ats_detected,4,irish-tech,https://poppulo.com,https://www.poppulo.com/careers
NewsWhip,,,directory link,0,0,blocked,3,irish-tech,https://newswhip.com,https://sproutsocial.com/careers/
Nokia,,,directory link,0,0,blocked,3,mnc-tech,https://nokia.com,https://jobs.nokia.com/en/sites/CX_1
Nostra,,,directory link,0,0,blocked,4,irish-tech,https://nostra.ie,https://nostra.ie/careers/
Nova Leah,,,directory link,0,0,blocked,4,irish-tech,https://novaleah.com,https://novaleah.com/cgi-sys/suspendedpage.cgi
Novaerus,,,directory link,0,0,blocked,4,irish-tech,https://novaerus.com,https://www.wellairsolutions.com/novaerus
Nuritas,,,directory link,0,0,blocked,3,irish-tech,https://nuritas.com,https://www.nuritas.com/careers/
Nuvei Ireland,,,directory link,0,0,blocked,3,irish-tech,https://nuvei.com,https://www.nuvei.com/careers
Ondaka,,,directory link,0,0,no_careers_page,4,irish-tech,https://ondaka.com,https://ondaka.com
Open Eir,,,directory link,0,0,blocked,3,telecom,https://openeir.ie,https://www.openeir.ie/careers
OpenAI,,,directory link,0,0,no_careers_page,2,mnc-tech,https://openai.com,https://openai.com
Openet,,,directory link,0,0,no_careers_page,3,irish-tech,https://openet.com,https://openet.com
Openjaw Technologies,,,directory link,0,0,blocked,3,irish-tech,https://openjawtech.com,https://www.openjawtech.com/careers
Oracle,,,directory link,0,0,blocked,1,mnc-tech,https://oracle.com,https://careers.oracle.com/en/sites/jobsearch
Ornua,,,directory link,0,0,blocked,2,fmcg,https://ornua.com,https://careers.ornua.com/
Osborne Recruitment,,,directory link,0,0,blocked,3,recruitment,https://osborne.ie,https://www.tiktok.com/@osbornerecruitment
Ovagen,,,directory link,0,0,no_careers_page,4,irish-tech,https://ovagen.com,https://ovagen.com
Patient MPower,,,directory link,0,0,no_careers_page,4,irish-tech,https://patientmpower.com,https://patientmpower.com
PayPal,,,directory link,0,0,blocked,1,mnc-tech,https://paypal.com,https://careers.pypl.com/home/
Peblo,,,directory link,0,0,no_careers_page,4,irish-tech,https://peblo.io,https://peblo.io
Permanent TSB,,,directory link,0,0,no_careers_page,2,finance,https://permanenttsb.ie,https://permanenttsb.ie
Personio,,,directory link,0,0,no_careers_page,3,mnc-tech,https://personio.com,https://personio.com
PlanNet21,,,directory link,0,0,blocked,4,irish-tech,https://plannet21.ie,https://conscia.careers.hibob.com/
Plynk,,,directory link,0,0,no_careers_page,4,irish-tech,https://plynk.ie,https://plynk.ie
Pointy,,,directory link,0,0,blocked,4,irish-tech,https://pointy.com,https://support.google.com/business/answer/9934993?utm_campaign=landingpage
PPD,,,directory link,0,0,blocked,3,pharma,https://ppd.com,https://jobs.thermofisher.com/global/en/clinical-research
PrecisionBiotics,,,directory link,0,0,blocked,4,pharma,https://precisionbiotics.com,https://precisionbiotics.ie/
Priviti,,,directory link,0,0,no_careers_page,4,irish-tech,https://priviti.com,https://priviti.com
Provision Camera,,,directory link,0,0,no_careers_page,4,irish-tech,https://provisionthermal.com,https://provisionthermal.com
Public Appointments Service,,,directory link,0,0,blocked,1,public-sector,https://publicjobs.ie,https://www.tiktok.com/@publicjobs/
Qualcomm,,,directory link,0,0,blocked,3,mnc-tech,https://qualcomm.com,https://careers.qualcomm.com/careers
Rapid7,,,directory link,0,0,blocked,3,mnc-tech,https://rapid7.com,https://careers.rapid7.com/
Recruiters,,,directory link,0,0,blocked,3,recruitment,https://recruiters.ie,https://x.com/Recruiters_ie
Regeneron Ireland,,,directory link,0,0,blocked,2,pharma,https://regeneron.com,https://careers.regeneron.com/en/
Remitly,,,directory link,0,0,blocked,3,mnc-tech,https://remitly.com,https://careers.remitly.com
Restored Hearing,,,directory link,0,0,blocked,4,irish-tech,https://restoredhearing.com,https://lios-group.com/
Revenue Commissioners,,,directory link,0,0,blocked,2,public-sector,https://revenue.ie,https://www.revenue.ie/careers
Revolut,,,directory link,0,0,no_careers_page,1,mnc-tech,https://revolut.com,https://revolut.com
Roblox,,,directory link,0,0,no_careers_page,3,mnc-tech,https://roblox.com,https://www.roblox.com/
Romero Games,,,directory link,0,0,blocked,4,irish-tech,https://romerogames.com,https://www.romerogames.com/work-with-us
Ronan Daly Jermyn,,,directory link,0,0,blocked,3,legal,https://rdj.ie,https://www.rdj.ie/careers
Royal College of Surgeons in Ireland,,,directory link,0,0,blocked,2,education,https://rcsi.com,https://www.rcsi.com/careers
RPS Group,,,directory link,0,0,blocked,3,engineering,https://rpsgroup.com,https://www.rpsgroup.com/careers/
RSM Ireland,,,directory link,0,0,blocked,4,finance,https://rsm.global,https://www.rsm.global/working-for-rsm
Ryanair,,,directory link,0,0,no_careers_page,1,transport,https://ryanair.com,https://www.ryanair.com/ie/en
Ryanair Labs,,,directory link,0,0,blocked,2,irish-tech,https://ryanair.com,https://careers.ryanair.com
Salesforce,,,directory link,0,0,blocked,1,mnc-tech,https://salesforce.com,https://trailhead.salesforce.com/career-path/
Science Foundation Ireland,,,directory link,0,0,no_careers_page,3,public-sector,https://sfi.ie,https://www.sfi.ie/
Scurri,,,directory link,0,0,blocked,3,irish-tech,https://scurri.com,https://www.scurri.com/careers/
Sedicii,,,directory link,0,0,blocked,4,irish-tech,https://sedicii.com,https://sedicii.com/about/about-sedicii/careers/
Segment,,,directory link,0,0,blocked,3,mnc-tech,https://segment.com,https://jobs.twilio.com/careers
ServiceNow,,,directory link,0,0,blocked,1,mnc-tech,https://servicenow.com,https://careers.servicenow.com
Shopify,,,directory link,0,0,blocked,2,mnc-tech,https://shopify.com,https://www.shopify.com/careers
Sidero,,,directory link,0,0,no_careers_page,4,irish-tech,https://sidero.ie,https://sidero.ie
Sigmar Recruitment,,,directory link,0,0,blocked,2,recruitment,https://sigmarrecruitment.com,https://www.ocojobs.com/
SIRO,,,directory link,0,0,no_careers_page,3,telecom,https://siro.ie,https://siro.ie
Sky Ireland,,,directory link,0,0,blocked,2,telecom,https://sky.com,https://careers.sky.com
Skyscanner,,,directory link,0,0,blocked,3,mnc-tech,https://skyscanner.net,https://www.skyscanner.net/jobs
Smarttech247,,,directory link,0,0,blocked,3,irish-tech,https://smarttech247.com,https://www.smarttech247.com/company/careers
SMBC Aviation Capital,,,directory link,0,0,blocked,3,transport,https://smbc.aero,https://smbc.aero/EarlyCareers
Snap,,,directory link,0,0,blocked,2,mnc-tech,https://snap.com,https://careers.snap.com/?lang=en-US
SoapBox Labs,,,directory link,0,0,blocked,3,irish-tech,https://soapboxlabs.com,https://www.curriculumassociates.com/about/ailabs
Solo Energy,,,directory link,0,0,no_careers_page,4,irish-tech,https://solo.energy,https://solo.energy
Sonic Healthcare Ireland,,,directory link,0,0,no_careers_page,4,irish-tech,https://sonichealthcare.ie,https://sonichealthcare.ie
Sonru,,,directory link,0,0,no_careers_page,4,irish-tech,https://sonru.com,https://sonru.com
South Dublin County Council,,,directory link,0,0,blocked,3,public-sector,https://sdcc.ie,https://sdcc.ie/en/services/our-council/about-us/careers/
South East Technological University,,,directory link,0,0,no_careers_page,3,education,https://setu.ie,https://setu.ie
Sports Interactive Ireland,,,directory link,0,0,blocked,4,irish-tech,https://sigames.com,https://privacy.sega.com/en/application-for-employment-andor-temporaryagency-work-the-notice
Sretaw,,,directory link,0,0,no_careers_page,4,irish-tech,https://sretaw.com,https://sretaw.com
SS&C Technologies,,,directory link,0,0,blocked,2,finance,https://ssctech.com,https://www.ssctech.com/careers/why-ssc
SSE Airtricity,,,directory link,0,0,blocked,2,utilities,https://sseairtricity.com,https://sseairtricity.com/careers
Stena Line Ireland,,,directory link,0,0,blocked,3,transport,https://stenaline.ie,https://stenaline.com/career/
Storm Technology,,,directory link,0,0,blocked,3,irish-tech,https://storm.ie,https://careers.storm.ie
Strategic Banking Corporation of Ireland,,,directory link,0,0,blocked,4,finance,https://sbci.gov.ie,https://www.sbci.gov.ie/about-us/careers
Stryker,,,directory link,0,0,no_careers_page,1,medtech,https://stryker.com,https://www.stryker.com/
SumUp,,,directory link,0,0,blocked,3,mnc-tech,https://sumup.com,https://www.sumup.com/careers/
Supermac's,,,directory link,0,0,blocked,3,hospitality,https://supermacs.ie,https://supermacs.ie/careers/
SuperValu,,,directory link,0,0,blocked,3,retail,https://supervalu.ie,https://supervalu.ie/careers
Swiftcomm,,,directory link,0,0,no_careers_page,4,irish-tech,https://swiftcomm.ie,https://swiftcomm.ie
Swrve,,,directory link,0,0,no_careers_page,4,irish-tech,https://swrve.com,https://swrve.com
Sysdoc,,,directory link,0,0,no_careers_page,4,irish-tech,https://sysdoc.com,https://sysdoc.com/nz
Sysnet Global Solutions,,,directory link,0,0,blocked,3,irish-tech,https://sysnetgs.com,https://www.vikingcloud.com/about-us/join-our-team
Tapadoo,,,directory link,0,0,blocked,4,irish-tech,https://tapadoo.com,https://tapadoo.com/tapadoo/careers/
TCS,,,directory link,0,0,no_careers_page,2,consulting,https://tcs.com,https://tcs.com
Teagasc,,,directory link,0,0,blocked,3,public-sector,https://teagasc.ie,https://teagasc.ie/about/opportunities/
Teamwork,,,directory link,0,0,blocked,2,irish-tech,https://teamwork.com,https://www.teamwork.com/careers/
Technological University Dublin,,,directory link,0,0,blocked,1,education,https://tudublin.ie,https://www.tudublin.ie/explore/jobs/
Tender Scout,,,directory link,0,0,no_careers_page,4,irish-tech,https://tenderscout.com,https://tenderscout.com
Tesco Ireland,,,directory link,0,0,no_careers_page,2,retail,https://tesco.ie,https://tesco.ie
Tethras,,,directory link,0,0,no_careers_page,4,irish-tech,https://tethras.com,https://www.tethras.com
Teva Ireland,,,directory link,0,0,no_careers_page,3,pharma,https://tevapharm.com,https://www.tevapharm.com/
TG4,,,directory link,0,0,no_careers_page,4,media,https://tg4.ie,https://tg4.ie
The Doyle Collection,,,directory link,0,0,no_careers_page,3,hospitality,https://doylecollection.com,https://doylecollection.com
The Irish Times,,,directory link,0,0,blocked,3,media,https://irishtimes.com,https://www.recruitireland.com/
Thermo Fisher Scientific,,,directory link,0,0,blocked,2,pharma,https://thermofisher.com,https://jobs.thermofisher.com/global/en
Three Ireland,,,directory link,0,0,no_careers_page,1,telecom,https://three.ie,https://www.three.ie/
Threefold Systems,,,directory link,0,0,no_careers_page,4,irish-tech,https://threefold.ie,https://threefold.ie
TikTok,,,directory link,0,0,blocked,1,mnc-tech,https://tiktok.com,https://lifeattiktok.com/
TitanHQ,,,directory link,0,0,blocked,3,irish-tech,https://titanhq.com,https://www.titanhq.com/careers/
Tourism Ireland,,,directory link,0,0,blocked,3,public-sector,https://tourismireland.com,https://www.tourismireland.com/careers
TransferMate,,,directory link,0,0,blocked,3,irish-tech,https://transfermate.com,https://www.transfermate.com/company/career-page
Transport Infrastructure Ireland,,,directory link,0,0,no_careers_page,3,transport,https://tii.ie,https://tii.ie
Trilogy Technologies,,,directory link,0,0,blocked,4,irish-tech,https://trilogytechnologies.com,https://www.presidio.com/careers/
Trinity College Dublin,,,directory link,0,0,blocked,1,education,https://tcd.ie,https://my.corehr.com/pls/trrecruit/erq_search_package.search_form?p_company=1&p_internal_external=E
Truata,,,directory link,0,0,no_careers_page,3,irish-tech,https://truata.com,https://truata.com
Trustev,,,directory link,0,0,no_careers_page,4,irish-tech,https://trustev.com,https://trustev.com
Tucker Design,,,directory link,0,0,no_careers_page,4,irish-tech,https://tuckerdesign.ie,https://tuckerdesign.ie
UBS,,,directory link,0,0,blocked,3,finance,https://ubs.com,https://www.ubs.com/global/en/careers.html
Uisce Eireann,,,directory link,0,0,blocked,2,utilities,https://water.ie,https://www.water.ie/about/careers
Umba,,,directory link,0,0,blocked,4,irish-tech,https://umba.com,https://umba.com/kenya/careers
University College Cork,,,directory link,0,0,blocked,2,education,https://ucc.ie,https://www.ucc.ie/en/hr/vacancies/
University College Dublin,,,directory link,0,0,no_careers_page,1,education,https://ucd.ie,https://ucd.ie
University of Galway,,,directory link,0,0,blocked,2,education,https://universityofgalway.ie,https://universityofgalway.ie/about-us/jobs/
University of Limerick,,,directory link,0,0,blocked,2,education,https://ul.ie,https://www.ul.ie/vacancies
Utmost,,,directory link,0,0,blocked,4,irish-tech,https://utmost.io,https://utmost.io/careers
Valeo Foods,,,directory link,0,0,no_careers_page,3,fmcg,https://valeofoods.com,https://valeofoods.com
Verizon,,,directory link,0,0,blocked,3,mnc-tech,https://verizon.com,https://mycareer.verizon.com/
VHI,,,directory link,0,0,blocked,2,finance,https://vhi.ie,https://www1.vhi.ie/about/careers
Viatel,,,directory link,0,0,blocked,3,telecom,https://viatel.com,https://www.viatel.com/about/careers-at-viatel/
Viatris,,,directory link,0,0,no_careers_page,3,pharma,https://viatris.com,https://www.viatris.com/en
Vidatec,,,directory link,0,0,blocked,4,irish-tech,https://vidatec.com,https://vidatec.com/careers/
VideoDoc,,,directory link,0,0,blocked,4,irish-tech,https://videodoc.ie,https://videodoc.ie/careers/
Virgin Media Television,,,directory link,0,0,ats_detected,4,media,https://virginmediatelevision.ie,https://www.virginmediatelevision.ie/
Vivasure Medical,,,directory link,0,0,no_careers_page,4,medtech,https://vivasuremedical.com,https://vivasuremedical.com
VMware,,,directory link,0,0,blocked,2,mnc-tech,https://vmware.com,https://www.vmware.com/careers
Vodafone Ireland,,,directory link,0,0,no_careers_page,1,telecom,https://vodafone.ie,https://www.vodafone.ie/
Voxgig,,,directory link,0,0,blocked,4,irish-tech,https://voxgig.com,https://voxgig.com/jobs
VoxPro,,,directory link,0,0,blocked,3,irish-tech,https://voxprogroup.com,https://voxprogroup.com/
Walls Construction,,,directory link,0,0,no_careers_page,3,construction,https://wallsconstruction.ie,https://wallsconstruction.ie
Waterford Technologies,,,directory link,0,0,blocked,4,irish-tech,https://waterfordtechnologies.com,https://complykey.com
Webio,,,directory link,0,0,blocked,4,irish-tech,https://webio.com,https://app.zohorecruit.com/jobs/Careers
WhatClinic,,,directory link,0,0,no_careers_page,4,irish-tech,https://whatclinic.com,https://www.whatclinic.com/
Wia,,,directory link,0,0,no_careers_page,4,irish-tech,https://wia.io,https://www.wia.io/
William Fry,,,directory link,0,0,blocked,2,legal,https://williamfry.com,https://www.williamfry.com/careers/
Winthrop Technologies,,,directory link,0,0,no_careers_page,3,construction,https://winthroptechnologies.com,https://winthroptechnologies.com
Wipro,,,directory link,0,0,blocked,3,consulting,https://wipro.com,https://careers.wipro.com
Wombat Invest,,,directory link,0,0,blocked,4,irish-tech,https://wombat.co.uk,https://wombat.co.uk/careers
Woodie's,,,directory link,0,0,blocked,3,retail,https://woodies.ie,https://www.woodies-careers.ie/
Worldpay,,,directory link,0,0,blocked,3,finance,https://worldpay.com,https://jobs.worldpay.com
Xanadu Consultancy,,,directory link,0,0,blocked,4,irish-tech,https://xanadu.ie,https://xanadu.ie/careers/
Yonder Digital,,,directory link,0,0,no_careers_page,4,irish-tech,https://yonderdigital.com,https://www.yonderdigital.com/
Zalando Ireland,,,directory link,0,0,no_careers_page,4,irish-tech,https://zalando.ie,https://zalando.ie
Zoho,,,directory link,0,0,blocked,3,mnc-tech,https://zoho.com,https://www.zoho.com/careers/
Zolvit,,,directory link,0,0,no_careers_page,4,irish-tech,https://zolvit.com,https://www.zolvit.com/
Zoom,,,directory link,0,0,blocked,3,mnc-tech,https://zoom.us,https://careers.zoom.us/home
Zurich Insurance,,,directory link,0,0,blocked,2,finance,https://zurich.ie,https://www.zurich.ie/careers/
